datetime,user_t,system_t,elapsed_t,operation
2026-05-29T13:35:16Z,1.399,0.808,56.307,bulk_upload_files_to_session
2026-05-29T13:36:14Z,1.5310000000000001,0.7959999999999999,57.539,bulk_upload_files_to_folder
